iter	M_lnV_dist(1)	M_lnk_e(1)	M_lnk_a(1)	V_lnV_dist(1)	V_lnk_e(1)	V_lnk_a(1)	Ve_lnC_rest(1)	lnV_dist(1.1)	lnk_e(1.1)	lnk_a(1.1)	lnV_dist(1.1.1)	lnk_e(1.1.1)	lnk_a(1.1.1)	lnV_dist(1.2)	lnk_e(1.2)	lnk_a(1.2)	lnV_dist(1.2.1)	lnk_e(1.2.1)	lnk_a(1.2.1)	LnPrior	LnData	LnPosterior
4760	-0.159763	-5.53052	-5.13815	0.237025	0.911065	0.146746	0.494291	-0.122661	-4.99698	-4.47652	-0.0973504	-2.41804	-4.8753	-0.410626	-5.88994	-4.7038	-0.784242	-5.6938	-4.10533	-1.240263e+01	-3.623491e+01	-4.863754e+01
4770	-0.809818	-3.88084	-3.92904	0.122479	0.329786	0.146746	0.48123	-0.632802	-3.11485	-4.10428	-0.191302	-3.60309	-4.02322	-0.520795	-4.30444	-3.72176	-0.318118	-5.22106	-3.96328	-5.290163e+00	-3.664300e+01	-4.193316e+01
4780	-0.580513	-3.20583	-4.97025	0.122479	0.278315	0.2398	0.489037	-0.437684	-3.32248	-4.91654	-1.00149	-3.51196	-4.08817	-1.03901	-3.84412	-3.92445	-0.44373	-4.26965	-3.55331	-1.030367e+01	-3.639558e+01	-4.669925e+01
4790	-1.92328	-3.54463	-4.03143	0.437277	0.505004	0.2398	0.485102	-1.86196	-4.7414	-3.62302	-1.50253	-5.29002	-4.1368	-0.804296	-3.32147	-3.45583	-1.0172	-3.99583	-3.50745	-1.310994e+01	-3.651898e+01	-4.962892e+01
4800	-1.87247	-4.01289	-3.43916	0.193456	0.411802	0.130443	0.487615	-2.08889	-3.12731	-3.45381	-1.92647	-3.25178	-2.60027	-1.22954	-3.30507	-3.4972	-0.405523	-3.19162	-3.1971	-9.282938e+00	-3.643988e+01	-4.572282e+01
4810	-1.79255	-3.36946	-3.76856	0.193456	0.20158	0.0970244	0.444904	-1.48716	-2.88347	-3.45381	-1.08555	-2.62527	-2.81296	-1.41056	-3.14829	-4.00796	-1.39894	-2.85782	-3.86979	-3.587144e+00	-3.794659e+01	-4.153373e+01
4820	-1.49911	-2.99277	-3.62905	0.15804	0.134996	0.0970244	0.496597	-1.32027	-3.49052	-2.92265	-0.650153	-3.9512	-3.06996	-1.20352	-2.9824	-3.684	-1.81602	-3.33931	-3.57012	-4.955767e+00	-3.616582e+01	-4.112159e+01
4830	-1.31486	-3.07777	-3.24385	0.129923	0.113805	0.0970244	0.473288	-1.65141	-2.97208	-3.51326	-1.75102	-3.01204	-3.33981	-1.30124	-2.99424	-3.81915	-1.40727	-2.85191	-3.28306	-3.434261e-01	-3.690579e+01	-3.724922e+01
4840	-1.74789	-3.16246	-3.23514	0.0982729	0.0742739	0.161668	0.495194	-1.46869	-2.94245	-3.23395	-1.29303	-2.96792	-3.05602	-0.823327	-2.8697	-3.39074	-0.723576	-2.85191	-3.15174	-1.968108e+00	-3.620777e+01	-3.817587e+01
4850	-0.350505	-2.74365	-3.00358	0.170012	0.0742739	0.420249	0.493652	-1.40902	-2.93348	-2.33978	-0.913463	-2.87323	-2.68524	-0.872189	-2.8697	-2.87825	-0.882501	-2.72023	-1.20846	-1.007433e+01	-3.625421e+01	-4.632855e+01
4860	-0.219392	-2.6752	-3.33664	0.0978727	0.0961808	0.354476	0.453916	-0.123858	-2.79666	-3.12206	-0.140308	-2.3902	-3.19109	-0.923358	-3.14027	-3.04728	-0.945724	-2.92497	-2.56966	-3.401047e+00	-3.759780e+01	-4.099885e+01
4870	-0.206467	-3.01617	-2.51696	0.436522	0.12646	0.924156	0.423699	-1.1322	-2.72555	-2.87128	-0.750496	-2.90881	-3.62514	-0.266875	-2.90326	-1.03318	-0.36446	-2.69835	-0.124378	-1.181225e+01	-3.884287e+01	-5.065512e+01
4880	-1.65236	-2.56862	-2.7423	0.257647	0.395397	0.540518	0.454195	-1.49958	-2.98482	-2.1821	-1.6256	-1.9587	-2.69588	-1.66013	-2.1728	-1.9304	-1.78326	-2.07456	-1.02292	-1.242526e+01	-3.758731e+01	-5.001257e+01
4890	-1.57393	-1.88342	-1.25304	0.173361	0.309465	0.798168	0.438449	-2.03457	-2.31783	-1.51863	-1.71692	-1.45681	-0.784238	-1.4877	-2.74749	-0.696859	-0.952507	-2.5252	-2.03549	-1.360882e+01	-3.820773e+01	-5.181656e+01
4900	-1.99906	-0.958511	-1.10483	0.30089	0.61817	0.148358	0.482201	-0.954496	-1.43044	-0.419425	-1.44902	-2.2419	-0.390361	-1.45739	-1.27775	-1.02172	-1.10372	-2.46561	-1.13573	-1.162806e+01	-3.661164e+01	-4.823970e+01
4910	-1.75469	-1.70307	-0.709367	0.155585	0.076594	0.104434	0.483485	-1.7167	-1.74355	-1.06954	-1.27752	-1.45628	-0.57956	-1.43698	-2.00608	-0.78707	-1.53587	-2.14921	-1.06686	1.574858e-01	-3.657045e+01	-3.641296e+01
4920	-1.67497	-1.11051	-0.856745	0.336959	0.209342	0.187837	0.492221	-1.9515	-1.82885	-0.377628	-1.90241	-1.49456	-0.595579	-1.18013	-1.43893	-0.835448	-1.23952	-1.89715	-1.4968	-6.737774e+00	-3.629768e+01	-4.303545e+01
4930	-1.08794	-1.2234	-0.813165	0.187282	0.268914	0.187837	0.433383	-1.5931	-0.662299	-0.717608	-1.77935	-1.03985	-0.0660802	-1.15193	-1.65659	-0.201471	-1.07878	-1.95872	-0.606065	-5.965559e+00	-3.841969e+01	-4.438525e+01
4940	-1.73091	-1.78778	-1.26088	1.04642	0.184617	0.199034	0.469149	-0.629823	-1.9352	-1.24483	-1.50373	-1.6581	-1.69656	-1.92499	-2.29768	-1.22792	-1.34525	-2.79096	-0.872426	-9.962807e+00	-3.704740e+01	-4.701020e+01
4950	-1.19572	-2.43137	-0.794381	0.134298	0.15362	0.129534	0.472947	-1.65425	-2.24746	-1.06791	-1.23813	-1.87116	-0.855952	-1.77398	-2.0159	-0.615055	-1.75448	-2.41913	-0.622352	-2.272014e+00	-3.691736e+01	-3.918938e+01
4960	-1.46954	-2.34488	-1.21817	0.306182	0.158719	0.244188	0.490217	-2.07351	-1.96596	-1.54303	-1.22144	-1.65957	-0.671937	-0.981955	-1.85068	-1.51168	-1.20843	-1.47324	-0.915915	-8.988302e+00	-3.635911e+01	-4.534742e+01
4970	-2.06276	-1.71758	-1.41775	0.282907	0.11224	0.244188	0.483798	-1.93888	-1.52541	-1.30212	-1.64808	-1.65957	-1.85253	-1.76135	-1.75807	-1.61651	-1.94024	-2.00963	-1.09928	-1.940756e+00	-3.656044e+01	-3.850120e+01
4980	-1.98559	-1.59145	-0.713468	0.068595	0.136163	0.132334	0.490589	-1.83681	-0.887996	-0.416786	-1.6506	-0.779929	-0.0400135	-1.79126	-2.07269	-1.28967	-1.90007	-2.0239	-1.47979	-6.969334e-01	-3.634766e+01	-3.704459e+01
4990	-1.154	-1.62633	-1.08956	0.0844536	0.0606633	0.162471	0.498472	-1.10402	-1.41401	-0.172697	-0.927449	-1.46189	-0.526599	-1.1977	-1.71305	-1.34474	-1.63128	-1.68601	-1.09147	-4.146552e-01	-3.611027e+01	-3.652492e+01
5000	-0.310244	-1.94839	-0.538634	0.197097	0.25045	1.69762	0.493134	-0.643176	-1.44482	-1.4129	-1.01226	-1.02707	-2.68247	-0.454787	-1.71305	-0.135472	-0.490222	-0.46692	-0.178675	-1.495448e+01	-3.626991e+01	-5.122439e+01
5010	-0.353124	-1.73635	-0.285357	0.155816	0.102739	0.89451	0.499563	-0.628409	-1.79051	-0.799997	-0.574404	-1.53416	-0.753106	-0.805619	-1.20531	-0.257937	-0.689959	-1.95961	-0.800188	-8.604851e+00	-3.607822e+01	-4.468307e+01
5020	-0.348239	-2.50602	-0.0673863	0.0521589	0.280465	0.244295	0.462682	-0.250028	-2.36663	-0.112095	-0.286835	-1.76508	-0.391652	-0.632929	-1.82327	-0.0655604	-0.651054	-1.53578	-0.286715	-8.262530e-01	-3.727534e+01	-3.810159e+01
5030	-0.509527	-2.34167	-0.644395	0.158115	0.0922997	0.0437306	0.456471	-0.71534	-2.42507	-0.645425	-0.88159	-2.01571	-0.451605	-0.786793	-2.09596	-0.368007	-0.863203	-2.68356	-0.597697	-1.010835e+00	-3.750217e+01	-3.851300e+01
5040	-1.94044	-2.6008	-0.587337	0.173777	0.412181	0.0437306	0.437772	-1.73124	-2.81119	-0.617699	-1.46773	-3.69028	-0.464668	-1.53563	-2.41581	-0.244157	-1.68451	-3.24721	-0.153675	-4.623920e+00	-3.823572e+01	-4.285964e+01
5050	-1.54809	-1.07035	-0.0652208	0.150336	0.472425	0.360295	0.471556	-1.577	-1.62286	-0.936385	-1.37786	-1.87897	-2.15078	-1.71466	-1.71061	-1.42045	-1.59499	-2.89791	-1.31778	-1.285936e+01	-3.696466e+01	-4.982402e+01
5060	-1.34348	-2.53234	-0.784886	0.39011	0.394906	0.318019	0.47031	-1.14017	-2.27503	-0.926255	-1.79272	-2.79321	-0.790356	-1.21144	-3.20608	-0.363979	-1.58958	-2.84389	-1.13031	-1.101183e+01	-3.700737e+01	-4.801920e+01
5070	-1.16692	-2.57225	-0.0705402	0.192984	0.237346	0.152115	0.447379	-1.02377	-2.76296	-0.450694	-1.30485	-2.15759	-0.746048	-0.607913	-2.98015	-1.03758	-0.521187	-2.64952	-1.01671	-5.845551e+00	-3.784899e+01	-4.369454e+01
5080	-1.60263	-2.54717	-0.56057	0.531226	0.161274	0.104751	0.459782	-1.60725	-2.60163	-0.794826	-1.6052	-2.71253	-0.501193	-1.377	-2.56204	-0.192012	-2.08374	-2.55816	-0.678624	-4.288703e+00	-3.738026e+01	-4.166896e+01
5090	-1.70449	-2.61311	-0.688045	0.0561693	0.348635	0.170332	0.458083	-1.33047	-3.51442	-1.48229	-1.37226	-3.6368	-1.24498	-1.46877	-2.56204	-0.0492428	-1.21225	-1.75749	-0.272171	-7.428941e+00	-3.744252e+01	-4.487146e+01
5100	-1.06811	-2.90026	-0.879449	0.16488	0.745277	0.0887111	0.49498	-1.07221	-2.0737	-0.808921	-0.767591	-3.47805	-1.25915	-1.48023	-2.43811	-1.10074	-1.85442	-1.15113	-1.19251	-9.870222e+00	-3.621417e+01	-4.608439e+01
5110	-2.06667	-2.65676	-0.628957	0.624839	0.0400968	0.0895565	0.486211	-0.968277	-2.87317	-1.23815	-1.12248	-2.73913	-1.27253	-1.91355	-2.64951	-0.681748	-1.23653	-2.67634	-0.714072	-4.023099e+00	-3.648395e+01	-4.050705e+01
5120	-1.3712	-2.67808	-1.22858	0.217797	0.0400968	0.219501	0.48095	-1.81525	-2.67673	-0.977638	-1.44453	-2.51947	-0.886378	-0.946712	-2.4053	-1.05093	-0.471026	-2.20241	-1.37298	-3.312861e+00	-3.665208e+01	-3.996494e+01
5130	-1.40144	-2.23491	-1.44261	0.797131	0.122975	0.101571	0.491674	-1.18865	-1.82698	-2.11898	-1.94401	-2.27858	-2.1208	-0.39338	-2.4053	-1.968	-0.423248	-2.12807	-1.72148	-9.333936e+00	-3.631439e+01	-4.564832e+01
5140	-1.9887	-2.03303	-2.09181	0.238401	0.115752	0.204597	0.477686	-1.99796	-1.8665	-2.41752	-1.73432	-2.01636	-2.54104	-1.88742	-1.60637	-2.27329	-0.666237	-1.19956	-1.87671	-4.280103e+00	-3.675885e+01	-4.103895e+01
5150	-1.60378	-2.10698	-3.04127	1.17364	0.13804	0.0995914	0.481134	-0.789999	-2.48676	-2.62366	-1.04518	-2.13107	-2.48261	-1.67666	-1.9105	-3.00228	-0.783428	-1.66962	-2.71546	-7.457639e+00	-3.664611e+01	-4.410375e+01
5160	-1.81894	-2.37498	-2.68131	0.176064	0.177888	0.247956	0.479985	-1.30442	-2.77773	-2.81289	-0.875643	-2.69389	-2.8513	-1.88797	-2.16882	-3.00228	-0.736288	-2.35808	-3.19164	-6.508456e+00	-3.668345e+01	-4.319191e+01
5170	-2.04816	-2.60233	-3.79816	0.218078	0.055942	0.179176	0.476848	-1.89556	-2.49786	-3.64881	-1.66137	-2.10962	-4.03861	-1.09905	-2.61782	-3.17408	-1.52286	-2.89814	-3.65045	-4.098588e+00	-3.678657e+01	-4.088515e+01
5180	-2.03679	-1.80445	-2.56777	0.164262	0.293498	0.221894	0.460281	-1.15623	-2.45454	-3.3164	-0.666855	-2.22491	-3.57914	-2.04525	-1.48027	-3.32295	-2.07648	-2.87289	-4.20299	-1.273215e+01	-3.736208e+01	-5.009423e+01
5190	-1.34165	-2.00948	-3.24809	0.158783	0.160823	0.15928	0.449625	-1.38957	-1.68912	-3.2845	-1.34266	-1.86213	-3.55921	-0.92051	-2.31979	-3.16547	-0.787156	-2.58973	-2.50896	-2.072860e+00	-3.776162e+01	-3.983448e+01
5200	-1.85679	-2.54662	-2.85664	0.323512	0.160823	0.0947209	0.454188	-1.93988	-1.68303	-2.72698	-1.63541	-1.51079	-2.53627	-0.583977	-2.45527	-3.41787	-0.470326	-2.87808	-2.95674	-7.596873e+00	-3.758757e+01	-4.518444e+01
5210	-0.969141	-2.58398	-2.55133	0.208894	0.144014	0.198327	0.464991	-1.2637	-2.80835	-3.00206	-1.70932	-2.57021	-2.56296	-0.336405	-2.61628	-2.52948	-1.48852	-2.19178	-1.86185	-7.909866e+00	-3.719302e+01	-4.510289e+01
5220	-0.385486	-2.77721	-3.59698	0.351674	0.357937	0.198327	0.490234	-1.01257	-2.74236	-3.76962	-1.51661	-2.96062	-3.15653	-0.443029	-2.89184	-3.40955	-0.258297	-1.91168	-3.80692	-8.835997e+00	-3.635857e+01	-4.519457e+01
5230	-0.950762	-2.61209	-3.4083	0.116253	0.21804	0.180918	0.489847	-1.51475	-3.88323	-3.42749	-1.49051	-3.9733	-3.36676	-1.41075	-2.14462	-3.17065	-1.60057	-2.67155	-2.82764	-7.410260e+00	-3.637052e+01	-4.378078e+01
5240	-0.299379	-2.4157	-3.44493	0.161359	0.31567	0.145352	0.486296	-0.333307	-3.65334	-3.42569	-1.24719	-3.08107	-3.0899	-0.632016	-2.18334	-3.16104	-1.12526	-2.69721	-3.69949	-9.121113e+00	-3.648125e+01	-4.560236e+01
5250	-0.780472	-4.03037	-2.99726	0.187071	0.269224	0.317719	0.495722	-0.398611	-3.01391	-3.10672	-0.942434	-3.98378	-2.60559	-1.41435	-3.13265	-3.5125	-2.03137	-4.06072	-3.52403	-1.466165e+01	-3.619194e+01	-5.085359e+01
5260	-1.41715	-3.20673	-3.93855	0.935201	0.657815	0.0681166	0.460936	-1.03494	-2.21552	-3.47618	-0.327596	-1.4523	-3.51664	-1.59252	-3.93332	-3.95419	-1.47306	-4.68172	-3.92194	-1.319942e+01	-3.733830e+01	-5.053772e+01
5270	-0.402617	-3.34073	-3.83348	0.0657254	0.637575	0.0681166	0.494877	-0.522459	-1.71071	-3.47618	-0.549217	-1.66365	-3.8027	-0.57033	-3.61543	-3.87499	-0.557227	-3.44045	-3.91369	-5.118815e+00	-3.621727e+01	-4.133608e+01
5280	-0.354158	-1.50958	-3.32511	0.220605	0.127857	0.127721	0.498473	-0.511146	-1.47147	-2.9563	-0.9125	-1.96999	-3.4811	-0.136626	-2.01838	-3.69036	-0.0967702	-2.33886	-3.89636	-2.646529e+00	-3.611024e+01	-3.875677e+01
5290	-0.788115	-1.57661	-2.9757	0.102528	0.126102	0.150838	0.485005	-1.33431	-1.50923	-2.9563	-1.36238	-2.10632	-3.31117	-1.01496	-1.69748	-3.07842	-0.330247	-1.78512	-2.87333	-3.014816e+00	-3.652205e+01	-3.953687e+01
5300	-1.04006	-1.51666	-3.01504	0.0960035	0.130412	0.0700788	0.452124	-0.848469	-1.15033	-2.77481	-0.859484	-1.03095	-2.64972	-1.52199	-1.62075	-3.31537	-1.02212	-1.32718	-3.25053	5.336586e-03	-3.766576e+01	-3.766042e+01
5310	-1.83466	-1.33026	-3.00164	0.112592	0.0814152	0.0619172	0.475879	-1.13341	-1.51289	-2.74994	-0.77332	-1.30304	-3.37276	-2.02987	-1.44326	-3.36722	-1.35544	-1.46546	-3.30549	-3.785506e+00	-3.681880e+01	-4.060431e+01
5320	-1.57734	-1.26189	-3.00164	0.0338866	0.0814152	0.11898	0.49066	-1.87574	-1.36484	-2.79638	-1.75664	-1.77492	-2.90242	-1.91162	-1.45648	-3.38	-1.63668	-1.59094	-3.78341	-2.667048e+00	-3.634547e+01	-3.901252e+01
5330	-1.7571	-1.64289	-3.2869	0.435256	0.11064	0.185283	0.458794	-1.9641	-1.6032	-3.25843	-2.10789	-1.59377	-3.12864	-1.98212	-1.77159	-3.73916	-1.74367	-1.36585	-3.3999	-2.629598e+00	-3.741639e+01	-4.004599e+01
5340	-1.96001	-2.11183	-3.10979	0.099132	0.11064	0.161843	0.494318	-1.96847	-2.40089	-3.31699	-1.7796	-2.32184	-3.56911	-2.04388	-1.71805	-2.71894	-1.54036	-2.28889	-2.94756	-1.218710e-01	-3.623409e+01	-3.635597e+01
5350	-1.30491	-1.91121	-2.80179	0.137551	0.292272	0.254654	0.495441	-1.63558	-2.68268	-3.31699	-2.04343	-3.01483	-4.023	-2.01692	-1.40211	-2.60386	-1.85401	-1.92339	-2.04357	-9.237386e+00	-3.620036e+01	-4.543774e+01
5360	-1.58147	-3.60305	-2.41173	0.61579	0.406491	0.148577	0.441293	-1.69494	-3.32049	-2.37869	-1.45439	-3.00963	-2.3009	-1.35696	-2.77207	-2.23925	-1.74184	-1.92149	-1.14721	-1.313559e+01	-3.809148e+01	-5.122708e+01
5370	-1.87398	-2.53295	-2.14369	0.373407	0.159801	0.19987	0.408605	-1.90415	-2.29463	-1.77324	-1.66604	-2.57887	-1.70899	-1.42478	-2.12836	-2.16483	-1.88145	-2.68204	-2.12408	-4.442430e+00	-3.955331e+01	-4.399574e+01
5380	-1.41557	-1.90404	-1.92935	0.17377	0.0775851	0.114339	0.497262	-1.36427	-2.12931	-1.51052	-1.82437	-2.32962	-1.704	-1.57468	-2.38649	-2.18039	-1.60085	-2.68204	-2.53413	-1.546844e+00	-3.614607e+01	-3.769291e+01
5390	-2.02809	-2.03876	-2.20124	0.0455742	0.196774	0.114339	0.421557	-1.89882	-1.73387	-2.5685	-1.75925	-1.95395	-2.54817	-1.62103	-2.54891	-2.32259	-1.7259	-2.95724	-1.913	-1.131537e+00	-3.893979e+01	-4.007132e+01
5400	-1.89242	-2.81417	-1.25593	0.0457992	0.430694	0.329765	0.484203	-1.91298	-2.63422	-1.8294	-1.81212	-3.07248	-2.25977	-2.09245	-2.72917	-1.6592	-1.90738	-1.06727	-1.39088	-8.511528e+00	-3.654754e+01	-4.505907e+01
5410	-1.72762	-1.01998	-1.76543	0.187605	1.028	0.134433	0.439502	-2.04168	-2.88499	-2.33345	-2.04795	-1.36857	-2.0587	-1.7995	-0.441736	-1.79966	-1.6761	-0.899767	-1.7657	-9.997397e+00	-3.816449e+01	-4.816189e+01
5420	-1.70493	-2.03543	-2.40119	0.0770936	0.180341	0.140679	0.479016	-1.79593	-1.3914	-1.96706	-1.92058	-1.69406	-2.19932	-1.83825	-1.39585	-2.34095	-1.94368	-1.61032	-2.54106	-9.143218e-01	-3.671510e+01	-3.762942e+01
5430	-1.36541	-1.26356	-2.10038	0.120207	0.228462	0.123703	0.46728	-1.54486	-1.72973	-1.73367	-1.84738	-2.5097	-1.81793	-1.59985	-1.12559	-2.44712	-1.89751	-1.22992	-2.7414	-2.933583e+00	-3.711244e+01	-4.004603e+01
5440	-1.37741	-1.51804	-2.71797	0.0716057	0.157774	0.123703	0.482867	-1.18992	-1.87793	-2.57408	-1.12585	-1.67138	-2.90393	-1.91879	-1.76091	-2.20244	-1.61223	-0.994151	-1.9763	-3.563683e+00	-3.659024e+01	-4.015392e+01
5450	-1.61393	-2.64753	-2.45775	0.0705772	0.116684	0.29882	0.46337	-1.22353	-2.2402	-2.38645	-0.960065	-2.27984	-2.55447	-1.70863	-2.89208	-2.16886	-2.05289	-2.55492	-2.52211	-2.882845e+00	-3.725068e+01	-4.013353e+01
5460	-1.73122	-2.87291	-1.77756	0.142673	0.0925677	0.351825	0.443241	-0.835914	-2.36955	-2.08705	-0.794584	-1.94452	-2.04274	-1.82189	-2.88983	-2.06255	-1.85305	-2.79278	-3.44018	-7.842136e+00	-3.801292e+01	-4.585505e+01
5470	-1.04631	-2.77801	-1.99174	0.102164	0.0925677	0.114336	0.499296	-1.17135	-2.76928	-2.41766	-1.18906	-3.08912	-2.89336	-1.00167	-2.78456	-1.93369	-0.782758	-2.85511	-1.75606	1.722993e+00	-3.608604e+01	-3.436305e+01
5480	-1.70643	-2.4657	-1.9309	0.102164	0.159403	0.271036	0.493846	-1.17772	-2.74356	-2.7522	-1.22528	-2.96649	-3.15493	-1.56479	-2.76083	-2.02447	-1.93629	-2.85511	-2.18133	-4.017122e+00	-3.624834e+01	-4.026546e+01
5490	-1.84779	-2.4657	-2.68718	0.20521	0.163702	0.161328	0.483997	-1.76518	-2.61572	-2.25614	-1.31944	-3.2589	-1.71224	-1.56888	-1.91071	-2.80162	-1.54801	-2.39622	-2.98401	-4.363463e+00	-3.655411e+01	-4.091757e+01
5500	-1.46532	-2.12571	-2.73215	0.0494609	0.247184	0.560022	0.451956	-1.19098	-1.38486	-2.10752	-0.803232	-1.0993	-2.17706	-1.61126	-2.30338	-1.47254	-1.53763	-2.17016	-2.03077	-9.935988e+00	-3.767213e+01	-4.760812e+01
5510	-1.43953	-1.58083	-2.55564	1.36318	0.182691	1.14977	0.485948	-0.238969	-1.4785	-2.72087	-0.284471	-1.97704	-2.54399	-1.12533	-1.77272	-2.42993	-1.47221	-1.40332	-0.507097	-1.892210e+01	-3.649221e+01	-5.541431e+01
5520	-1.61476	-1.11722	-3.11503	2.02193	0.187545	0.238386	0.480741	-1.11046	-1.47122	-2.7675	-0.401715	-1.16149	-3.445	-0.924537	-0.888717	-2.62361	-1.25508	-0.899696	-2.37689	-1.278487e+01	-3.665886e+01	-4.944373e+01
5530	-1.28382	-0.441161	-2.71228	1.42465	0.549237	0.256545	0.485054	-0.489327	-0.537367	-2.85263	-1.64631	-1.12254	-3.27966	-2.09312	-0.792985	-2.95394	-1.715	-1.29204	-3.28801	-1.455976e+01	-3.652049e+01	-5.108024e+01
5540	-2.07353	-1.3111	-2.62644	0.158632	0.223385	0.254497	0.489822	-2.08017	-0.892393	-2.69326	-1.48014	-0.431156	-2.39197	-1.6564	-1.155	-2.94269	-1.5882	-1.37546	-2.52902	-3.385487e+00	-3.637128e+01	-3.975677e+01
5550	-2.10737	-0.810571	-2.35224	0.20975	0.125242	0.447661	0.434562	-1.59648	-0.746343	-1.50957	-1.6184	-0.232642	-1.54995	-2.0889	-1.12005	-2.99525	-2.07108	-1.61644	-2.67364	-5.560134e+00	-3.836980e+01	-4.392994e+01
5560	-2.08752	-0.735265	-1.97437	0.0910842	0.125242	0.113803	0.482319	-1.79879	-1.08023	-2.19394	-1.88504	-0.512969	-2.62145	-2.04498	-0.943094	-2.84615	-2.04595	-0.696782	-2.6028	-1.163425e+00	-3.660785e+01	-3.777128e+01
5570	-1.71532	-0.450071	-1.95956	0.0854995	0.100143	0.522474	0.471455	-1.86235	-0.333431	-2.22555	-1.30414	-0.647032	-3.76115	-2.10414	-0.58426	-1.5907	-1.93634	-0.484548	-0.976289	-6.106632e+00	-3.696811e+01	-4.307474e+01
5580	-1.7424	-0.498676	-1.14067	0.0854995	0.361599	0.989336	0.482817	-1.52452	-0.47004	-1.6072	-1.05693	-0.97276	-3.24368	-1.46828	-0.381912	-1.77458	-1.68075	-0.291207	-1.07556	-1.155965e+01	-3.659186e+01	-4.815151e+01
5590	-1.54061	-0.498676	-0.446955	0.203228	0.0652668	0.0522286	0.490143	-1.93875	-0.308026	-0.213608	-1.11082	-0.476685	-0.0869674	-1.57945	-0.349463	-0.432559	-1.37934	-0.4017	-0.680558	9.510681e-01	-3.636137e+01	-3.541031e+01
5600	-1.43031	-0.0782979	-0.7056	0.527739	0.0458736	0.161628	0.484639	-0.863045	-0.00784707	-0.743045	-0.702548	-0.152828	-0.922416	-0.868137	-0.228739	-0.162247	-0.815659	-0.0820791	-0.0140275	-1.711735e+00	-3.653367e+01	-3.824541e+01
5610	-0.683925	-0.556999	-0.843738	0.0918379	0.169188	0.156016	0.491149	-0.658051	-0.696027	-0.796129	-0.276217	-0.776246	-0.678432	-0.546558	-1.69311	-0.917748	-0.497553	-1.43078	-0.782029	-2.448912e+00	-3.633046e+01	-3.877937e+01
5620	-0.467783	-1.25246	-0.410568	0.217566	0.114884	0.46577	0.492711	-0.111579	-1.2338	-0.171921	-1.29667	-0.820983	-0.855342	-0.65751	-1.28993	-0.0791453	-0.448972	-1.06496	-1.01736	-6.880444e+00	-3.628275e+01	-4.316320e+01
5630	-0.671212	-1.17974	-0.176917	0.0936013	0.0628787	0.0779344	0.475334	-0.837097	-1.42353	-0.36803	-1.31914	-1.25617	-0.336739	-0.528026	-1.04652	-0.299711	-0.808903	-1.00635	-0.0807081	3.542312e+00	-3.683700e+01	-3.329468e+01
5640	-1.0665	-1.32805	-0.415728	0.167539	0.0628787	0.0674628	0.483915	-1.14075	-1.09055	-0.112431	-1.1786	-1.43105	-0.0599639	-0.594975	-1.2908	-0.62644	-1.02383	-1.26018	-0.469218	1.330841e+00	-3.655673e+01	-3.522588e+01
5650	-0.698807	-1.37929	-0.0337974	0.104581	0.135011	0.378028	0.487592	-0.498115	-1.80502	-0.295433	-0.374634	-1.90748	-0.176395	-0.733934	-0.918531	-0.510634	-0.764306	-1.02511	-1.09897	-1.348164e+00	-3.644059e+01	-3.778876e+01
5660	-0.160279	-1.46228	-0.670442	0.0844766	0.171984	0.0677654	0.489315	-0.347536	-2.01953	-0.595273	-0.644754	-2.22411	-0.387909	-0.498687	-2.3138	-0.768334	-0.94334	-2.33585	-0.920568	-8.846897e-01	-3.638697e+01	-3.727166e+01
5670	-0.802031	-2.20468	-0.364615	0.0433231	0.312349	0.0677654	0.490616	-1.01108	-1.64092	-0.646399	-0.966265	-1.61954	-0.390089	-0.997238	-2.4668	-0.364475	-0.626959	-2.46638	-0.738842	-3.234044e+00	-3.634682e+01	-3.958086e+01
5680	-0.235304	-1.63648	-0.226047	0.768485	0.312349	0.175784	0.48764	-0.217524	-1.53321	-0.426773	-1.44735	-1.42592	-0.500568	-0.645708	-0.915974	-0.635784	-0.203828	-0.876848	-0.201358	-8.752775e+00	-3.643909e+01	-4.519187e+01
5690	-1.24122	-1.06582	-1.49377	1.06442	0.108667	0.113834	0.498708	-0.356989	-1.43833	-0.978499	-0.6784	-1.63549	-1.16344	-1.07619	-0.871223	-1.40065	-0.557614	-1.46631	-1.57291	-8.188044e+00	-3.610332e+01	-4.429136e+01
5700	-1.47655	-1.69934	-1.55331	0.908462	0.0833316	0.0790666	0.492443	-0.51002	-1.53948	-1.27842	-0.878146	-1.48447	-1.33474	-1.0904	-1.60498	-1.36971	-1.05997	-2.1562	-1.26058	-5.205466e+00	-3.629090e+01	-4.149637e+01
5710	-1.20133	-1.48359	-1.4445	0.212513	0.0928501	0.217786	0.436713	-0.729324	-1.92921	-1.88831	-0.526637	-2.29784	-2.45063	-1.48193	-1.39164	-1.51883	-1.6988	-1.30755	-1.77921	-3.562635e+00	-3.827969e+01	-4.184232e+01
5720	-1.05845	-1.48359	-3.17925	0.0991633	0.13951	0.448844	0.480327	-0.251793	-1.19615	-1.84309	-0.325836	-1.58999	-1.69547	-1.08296	-1.24947	-2.92409	-0.368736	-1.33775	-2.58089	-1.031827e+01	-3.667232e+01	-4.699058e+01
