iter	M_lnV_dist(1)	M_lnk_e(1)	V_lnV_dist(1)	V_lnk_e(1)	Ve_lnC_rest(1)	lnV_dist(1.1)	lnk_e(1.1)	lnV_dist(1.1.1)	lnk_e(1.1.1)	lnV_dist(1.2)	lnk_e(1.2)	lnV_dist(1.2.1)	lnk_e(1.2.1)	LnPrior	LnData	LnPosterior
5640	-2.63549	-0.26856	0.00630739	0.0825998	0.481789	-2.54659	-0.438491	-2.41829	-0.784926	-2.78199	-0.0725297	-2.00482	-0.0917332	inf	-3.662494e+01	inf
5660	-2.80425	-0.309347	0.00630739	0.233572	0.486852	-2.68304	-0.115689	-2.59252	-0.412226	-2.78199	-0.320058	-2.00482	-0.0718802	inf	-3.646379e+01	inf
5680	-2.78477	-1.1302	0.00630739	0.0560005	0.465607	-2.66414	-1.05157	-2.58722	-0.788783	-2.78199	-1.31062	-2.00482	-1.41117	inf	-3.717122e+01	inf
5700	-2.68769	-1.87472	0.00630739	0.204719	0.473804	-2.68798	-1.74452	-2.7637	-1.5919	-2.78199	-2.10894	-2.00482	-1.47372	inf	-3.688839e+01	inf
5720	-2.77451	-2.49484	0.00630739	0.25929	0.473741	-2.72761	-2.03745	-2.6292	-1.27624	-2.78199	-2.15187	-2.00482	-2.59327	inf	-3.689051e+01	inf
5740	-2.62456	-1.87176	0.00630739	0.109787	0.496622	-2.62384	-1.85547	-2.585	-2.52855	-2.78199	-1.74198	-2.00482	-1.86166	inf	-3.616509e+01	inf
5760	-2.81549	-0.996399	0.00630739	0.223991	0.492462	-2.78881	-1.39691	-2.64256	-1.52069	-2.78199	-1.21901	-2.00482	-1.73931	inf	-3.629035e+01	inf
5780	-2.71085	-0.811823	0.00630739	0.172138	0.48256	-2.73594	-1.1723	-2.64173	-0.767962	-2.78199	-0.804473	-2.00482	-1.03691	inf	-3.660010e+01	inf
5800	-2.76572	-1.3235	0.00630739	0.123558	0.46401	-2.72199	-1.42647	-2.51337	-0.998274	-2.78199	-1.15501	-2.00482	-0.690049	inf	-3.722785e+01	inf
5820	-2.76047	-1.54591	0.00630739	0.0806111	0.475825	-2.75041	-2.12329	-2.65046	-2.54829	-2.78199	-1.31643	-2.00482	-1.67208	inf	-3.682058e+01	inf
5840	-2.67337	-2.19042	0.00630739	0.0926956	0.462225	-2.60651	-2.26519	-2.49729	-2.14327	-2.78199	-1.96958	-2.00482	-1.74696	inf	-3.729176e+01	inf
5860	-2.80869	-2.39521	0.00630739	0.0799356	0.491678	-2.818	-2.44486	-2.73856	-2.37375	-2.78199	-2.72063	-2.00482	-2.65348	inf	-3.631424e+01	inf
5880	-2.75504	-2.87633	0.00630739	0.0650345	0.492703	-2.78976	-2.76862	-2.81262	-2.28534	-2.78199	-2.80401	-2.00482	-2.88133	inf	-3.628299e+01	inf
5900	-2.66881	-1.85437	0.00630739	0.193423	0.481914	-2.66149	-1.40382	-2.71642	-0.880579	-2.78199	-1.91762	-2.00482	-1.19143	inf	-3.662090e+01	inf
5920	-2.80017	-2.41557	0.00630739	0.713974	0.494373	-2.79075	-1.33182	-2.77474	-0.904174	-2.78199	-1.65321	-2.00482	-2.25082	inf	-3.623245e+01	inf
5940	-2.80067	-0.976248	0.00630739	0.362216	0.486747	-2.74771	-1.57013	-2.62395	-1.77275	-2.78199	-0.292739	-2.00482	-0.114397	inf	-3.646708e+01	inf
5960	-2.7294	-0.641357	0.00630739	0.0827506	0.474509	-2.76982	-0.946216	-2.70994	-1.11354	-2.78199	-0.792609	-2.00482	-0.49677	inf	-3.686466e+01	inf
5980	-2.63662	-0.307993	0.00630739	0.389789	0.443557	-2.68188	-0.186375	-2.78597	-0.386782	-2.78199	-0.226817	-2.00482	-1.86879	inf	-3.800028e+01	inf
6000	-2.82242	-0.467846	0.00630739	0.234991	0.465047	-2.82475	-0.933052	-2.71853	-0.516895	-2.78199	-0.205165	-2.00482	-1.74637	inf	-3.719103e+01	inf
6020	-2.74975	-1.07684	0.00630739	0.102428	0.48993	-2.65836	-1.45516	-2.69487	-2.19731	-2.78199	-1.01343	-2.00482	-1.7315	inf	-3.636797e+01	inf
6040	-2.81302	-1.50078	0.00630739	0.0482554	0.462414	-2.82939	-1.64291	-2.77247	-1.931	-2.78199	-1.4082	-2.00482	-1.39067	inf	-3.728495e+01	inf
6060	-2.72864	-0.880537	0.00630739	0.426275	0.46454	-2.8045	-1.60722	-2.74738	-1.05292	-2.78199	-1.49832	-2.00482	-1.7017	inf	-3.720901e+01	inf
6080	-2.71238	-2.34699	0.00630739	0.155324	0.441365	-2.64148	-1.83339	-2.68216	-1.6305	-2.78199	-2.22917	-2.00482	-2.01273	inf	-3.808854e+01	inf
6100	-2.80565	-2.69589	0.00630739	0.217193	0.449596	-2.70782	-1.98316	-2.77245	-1.70121	-2.78199	-2.28814	-2.00482	-2.06837	inf	-3.776275e+01	inf
6120	-2.82817	-1.96848	0.00630739	0.0593021	0.498676	-2.76188	-1.96533	-2.82096	-2.24626	-2.78199	-2.26932	-2.00482	-2.29307	inf	-3.610425e+01	inf
6140	-2.782	-2.84286	0.00630739	0.303306	0.498432	-2.62855	-2.77024	-2.6472	-2.56029	-2.78199	-2.07691	-2.00482	-2.71306	inf	-3.611146e+01	inf
6160	-2.7864	-2.08839	0.00630739	0.181321	0.485987	-2.7019	-1.90644	-2.77095	-2.22114	-2.78199	-2.61494	-2.00482	-2.54607	inf	-3.649100e+01	inf
6180	-2.8212	-2.41541	0.00630739	0.163927	0.401604	-2.75857	-1.90981	-2.7746	-1.96123	-2.78199	-2.71373	-2.00482	-3.30236	inf	-3.990562e+01	inf
6200	-2.64246	-1.26036	0.00630739	0.136637	0.497866	-2.65426	-1.52979	-2.76514	-1.60715	-2.78199	-1.52523	-2.00482	-0.95222	inf	-3.612817e+01	inf
6220	-2.62012	-1.88687	0.00630739	0.352127	0.495244	-2.66739	-2.41557	-2.70383	-1.56463	-2.78199	-1.73763	-2.00482	-0.853533	inf	-3.620627e+01	inf
6240	-2.74581	-2.1121	0.00630739	0.276324	0.478546	-2.71127	-1.30448	-2.54866	-1.79395	-2.78199	-2.20809	-2.00482	-2.579	inf	-3.673054e+01	inf
6260	-2.78599	-0.754155	0.00630739	0.245923	0.482623	-2.76739	-0.211342	-2.77146	-0.175341	-2.78199	-0.932053	-2.00482	-0.110796	inf	-3.659809e+01	inf
6280	-2.80531	-0.60586	0.00630739	0.105914	0.496174	-2.7523	-1.1638	-2.68974	-1.36452	-2.78199	-0.642812	-2.00482	-0.24521	inf	-3.617844e+01	inf
6300	-2.82399	-0.308689	0.00630739	0.190068	0.472196	-2.67015	-0.275495	-2.70319	-1.05504	-2.78199	-0.215424	-2.00482	-0.155498	inf	-3.694285e+01	inf
6320	-2.76873	-0.809223	0.00630739	0.176319	0.493822	-2.59958	-0.353781	-2.61487	-0.574025	-2.78199	-1.25907	-2.00482	-0.720608	inf	-3.624907e+01	inf
6340	-2.74455	-0.336674	0.00630739	0.102123	0.486439	-2.64197	-0.413822	-2.6199	-0.0572497	-2.78199	-0.749434	-2.00482	-0.757894	inf	-3.647677e+01	inf
6360	-2.80645	-0.10735	0.00630739	0.101499	0.489055	-2.74456	-0.0636414	-2.74558	-0.195304	-2.78199	-0.193027	-2.00482	-0.274476	inf	-3.639504e+01	inf
6380	-2.80907	-1.65417	0.00630739	0.222379	0.449935	-2.70903	-1.27771	-2.67598	-1.07337	-2.78199	-0.614664	-2.00482	-0.0910503	inf	-3.774965e+01	inf
6400	-2.74033	-1.53097	0.00630739	0.207047	0.489589	-2.77551	-2.13001	-2.68624	-2.47109	-2.78199	-0.770279	-2.00482	-0.889189	inf	-3.637850e+01	inf
6420	-2.81525	-2.86272	0.00630739	0.235464	0.484451	-2.69883	-2.80126	-2.6949	-2.82951	-2.78199	-2.37515	-2.00482	-2.5382	inf	-3.653965e+01	inf
6440	-2.72581	-2.41277	0.00630739	0.136612	0.489702	-2.72855	-2.53637	-2.78787	-2.4546	-2.78199	-2.30809	-2.00482	-2.2158	inf	-3.637499e+01	inf
6460	-2.82069	-1.71655	0.00630739	0.0401182	0.470771	-2.81458	-1.77704	-2.78162	-1.84354	-2.78199	-1.6992	-2.00482	-1.42629	inf	-3.699154e+01	inf
6480	-2.75281	-1.70816	0.00630739	0.254147	0.475104	-2.65874	-0.964582	-2.58325	-0.676796	-2.78199	-1.61762	-2.00482	-1.7463	inf	-3.684468e+01	inf
6500	-2.7499	-0.945292	0.00630739	0.0937056	0.490412	-2.73945	-1.26001	-2.78731	-1.48381	-2.78199	-0.308801	-2.00482	-0.701558	inf	-3.635311e+01	inf
6520	-2.78979	-0.564495	0.00630739	0.163656	0.461593	-2.73508	-1.19707	-2.6591	-1.22701	-2.78199	-0.539729	-2.00482	-0.293746	inf	-3.731451e+01	inf
6540	-2.78781	-0.471722	0.00630739	0.0987374	0.42736	-2.70388	-0.877037	-2.63313	-0.184675	-2.78199	-0.262987	-2.00482	-0.317264	inf	-3.868005e+01	inf
6560	-2.70914	-0.336142	0.00630739	0.0675812	0.498429	-2.5441	-0.337219	-2.58078	-0.369713	-2.78199	-0.151517	-2.00482	-0.0511181	inf	-3.611154e+01	inf
6580	-2.70066	-0.807061	0.00630739	0.364423	0.422306	-2.71559	-0.243892	-2.63356	-0.572675	-2.78199	-1.36083	-2.00482	-1.36506	inf	-3.890575e+01	inf
6600	-2.68571	-0.179912	0.00630739	0.245821	0.449993	-2.67719	-0.311342	-2.73544	-0.404311	-2.78199	-0.955825	-2.00482	-0.711854	inf	-3.774741e+01	inf
6620	-2.78033	-1.44552	0.00630739	0.275442	0.481684	-2.78509	-2.16363	-2.58795	-1.89338	-2.78199	-1.20062	-2.00482	-1.42949	inf	-3.662833e+01	inf
6640	-2.82201	-1.03583	0.00630739	0.243864	0.474509	-2.74557	-1.13788	-2.77063	-1.13131	-2.78199	-1.31568	-2.00482	-0.847749	inf	-3.686463e+01	inf
6660	-2.75649	-1.60316	0.00630739	0.144449	0.485898	-2.77162	-2.11302	-2.6779	-2.17066	-2.78199	-1.47127	-2.00482	-1.33268	inf	-3.649380e+01	inf
6680	-2.79314	-2.21401	0.00630739	0.186915	0.48588	-2.77857	-2.49232	-2.65297	-2.24311	-2.78199	-2.44426	-2.00482	-1.72031	inf	-3.649438e+01	inf
6700	-2.75824	-2.24123	0.00630739	0.318991	0.499659	-2.70487	-2.63889	-2.60205	-2.51831	-2.78199	-2.70499	-2.00482	-1.80761	inf	-3.607541e+01	inf
6720	-2.75245	-1.91281	0.00630739	0.105301	0.492231	-2.72811	-1.98035	-2.60582	-1.98993	-2.78199	-1.96712	-2.00482	-1.81221	inf	-3.629738e+01	inf
6740	-2.70371	-1.43595	0.00630739	0.363576	0.434247	-2.64562	-1.32082	-2.61164	-1.03611	-2.78199	-2.60694	-2.00482	-1.2649	inf	-3.838311e+01	inf
6760	-2.73592	-2.08622	0.00630739	0.38011	0.490589	-2.76355	-1.49495	-2.76761	-0.116173	-2.78199	-2.08431	-2.00482	-2.9095	inf	-3.634765e+01	inf
6780	-2.79766	-1.82138	0.00630739	0.118303	0.472294	-2.68933	-0.887761	-2.5499	-0.537873	-2.78199	-1.52758	-2.00482	-1.8495	inf	-3.693953e+01	inf
6800	-2.75153	-0.333605	0.00630739	0.175252	0.458667	-2.74885	-0.936184	-2.70864	-0.739633	-2.78199	-0.791509	-2.00482	-0.629085	inf	-3.742106e+01	inf
6820	-2.77375	-0.119518	0.00630739	0.336162	0.49764	-2.6433	-0.357225	-2.65418	-1.19559	-2.78199	-0.816709	-2.00482	-1.64015	inf	-3.613487e+01	inf
6840	-2.81736	-1.24815	0.00630739	0.0698635	0.436999	-2.6539	-0.999648	-2.62447	-0.924274	-2.78199	-1.20458	-2.00482	-1.03522	inf	-3.826779e+01	inf
6860	-2.7115	-1.34823	0.00630739	0.125925	0.464043	-2.73179	-1.40437	-2.75023	-1.39399	-2.78199	-1.54885	-2.00482	-1.78856	inf	-3.722669e+01	inf
6880	-2.78987	-1.78174	0.00630739	0.164765	0.471008	-2.78998	-1.90809	-2.62844	-1.63157	-2.78199	-2.41758	-2.00482	-2.16233	inf	-3.698341e+01	inf
6900	-2.77109	-1.90549	0.00630739	0.223303	0.486598	-2.74001	-2.10626	-2.70796	-2.09552	-2.78199	-1.36715	-2.00482	-1.94614	inf	-3.647174e+01	inf
6920	-2.81355	-2.16138	0.00630739	0.10611	0.452691	-2.79771	-2.05941	-2.80061	-2.3013	-2.78199	-1.70993	-2.00482	-2.02119	inf	-3.764418e+01	inf
6940	-2.76462	-2.6194	0.00630739	0.311965	0.494193	-2.74022	-2.40015	-2.70697	-2.25451	-2.78199	-2.50141	-2.00482	-3.32218	inf	-3.623786e+01	inf
6960	-2.7227	-2.28341	0.00630739	1.80021	0.478196	-2.65026	-2.37672	-2.56671	-1.97236	-2.78199	-2.78251	-2.00482	-3.98591	inf	-3.674202e+01	inf
6980	-2.76901	-2.64609	0.00630739	2.25929	0.482863	-2.73103	-1.73618	-2.74912	-0.353399	-2.78199	-1.75395	-2.00482	-2.40949	inf	-3.659036e+01	inf
7000	-2.82002	-0.831389	0.00630739	1.80412	0.489082	-2.79278	-1.16224	-2.75623	-0.282549	-2.78199	-2.4492	-2.00482	-3.3903	inf	-3.639420e+01	inf
7020	-2.7741	-0.304694	0.00630739	0.618791	0.49608	-2.76745	-0.388185	-2.6544	-1.40519	-2.78199	-2.2765	-2.00482	-2.0905	inf	-3.618125e+01	inf
7040	-2.79146	-0.421588	0.00630739	0.122269	0.488833	-2.66716	-0.869884	-2.66734	-0.953508	-2.78199	-0.534987	-2.00482	-0.0621123	inf	-3.640194e+01	inf
7060	-2.7959	-0.488624	0.00630739	0.0797101	0.43466	-2.76055	-0.805673	-2.69825	-0.788742	-2.78199	-0.575749	-2.00482	-0.706459	inf	-3.836569e+01	inf
7080	-2.76777	-0.337254	0.00630739	0.0417741	0.498116	-2.68601	-0.298351	-2.67984	-0.481855	-2.78199	-0.336568	-2.00482	-0.203446	inf	-3.612078e+01	inf
7100	-2.78197	-0.143688	0.00630739	0.203456	0.490665	-2.78287	-1.08124	-2.76866	-1.27142	-2.78199	-0.444584	-2.00482	-1.01663	inf	-3.634532e+01	inf
7120	-2.79518	-0.818002	0.00630739	0.0975022	0.460828	-2.70827	-0.59086	-2.78169	-0.504689	-2.78199	-1.18868	-2.00482	-1.19145	inf	-3.734219e+01	inf
7140	-2.79067	-0.168269	0.00630739	0.116374	0.488425	-2.718	-0.689297	-2.73569	-1.55018	-2.78199	-0.322531	-2.00482	-0.988167	inf	-3.641460e+01	inf
7160	-2.74903	-1.19394	0.00630739	0.0902815	0.489264	-2.68729	-1.19356	-2.77021	-1.50427	-2.78199	-1.13737	-2.00482	-1.08887	inf	-3.638855e+01	inf
7180	-2.77816	-1.78615	0.00630739	0.108775	0.498718	-2.5886	-1.69025	-2.65408	-1.32821	-2.78199	-1.88705	-2.00482	-1.80056	inf	-3.610304e+01	inf
7200	-2.78084	-2.58227	0.00630739	0.146298	0.491798	-2.77867	-2.34575	-2.76333	-2.81941	-2.78199	-2.60571	-2.00482	-3.12215	inf	-3.631059e+01	inf
7220	-2.81094	-2.81461	0.00630739	0.239631	0.473694	-2.74823	-1.98108	-2.81357	-2.56844	-2.78199	-2.61822	-2.00482	-1.78259	inf	-3.689209e+01	inf
7240	-2.76929	-1.43378	0.00630739	0.22117	0.456496	-2.66067	-2.39508	-2.65357	-2.44582	-2.78199	-1.14353	-2.00482	-0.74366	inf	-3.750123e+01	inf
7260	-2.64535	-1.5343	0.00630739	0.129097	0.49814	-2.57179	-1.99561	-2.63172	-2.04999	-2.78199	-1.36527	-2.00482	-1.04508	inf	-3.612008e+01	inf
7280	-2.68005	-2.10578	0.00630739	0.137593	0.485349	-2.8236	-2.131	-2.80714	-2.18	-2.78199	-1.74352	-2.00482	-2.1214	inf	-3.651116e+01	inf
7300	-2.69488	-1.82116	0.00630739	0.106441	0.48469	-2.5478	-2.0475	-2.54398	-1.78404	-2.78199	-1.25494	-2.00482	-1.16953	inf	-3.653204e+01	inf
7320	-2.77049	-1.1932	0.00630739	0.11341	0.472857	-2.74942	-1.2575	-2.7709	-1.21856	-2.78199	-1.90734	-2.00482	-1.7526	inf	-3.692039e+01	inf
7340	-2.72648	-1.92301	0.00630739	0.476176	0.453074	-2.76958	-1.31966	-2.68755	-2.05623	-2.78199	-1.84272	-2.00482	-2.36137	inf	-3.762964e+01	inf
7360	-2.80477	-2.72414	0.00630739	0.325273	0.497531	-2.78531	-2.80904	-2.68794	-2.60433	-2.78199	-2.56472	-2.00482	-3.15115	inf	-3.613807e+01	inf
7380	-2.76468	-2.16664	0.00630739	0.132384	0.461422	-2.8056	-2.06885	-2.66757	-2.5017	-2.78199	-2.29161	-2.00482	-2.18569	inf	-3.732070e+01	inf
7400	-2.7416	-2.35979	0.00630739	0.336845	0.49944	-2.82638	-2.018	-2.8156	-1.64203	-2.78199	-1.76465	-2.00482	-1.51982	inf	-3.608181e+01	inf
7420	-2.81722	-2.16249	0.00630739	0.119943	0.480278	-2.72739	-2.32842	-2.77659	-2.32304	-2.78199	-2.26302	-2.00482	-2.36512	inf	-3.667390e+01	inf
7440	-2.67451	-2.49414	0.00630739	0.298116	0.41905	-2.75159	-2.33652	-2.74837	-1.49308	-2.78199	-2.39572	-2.00482	-2.38097	inf	-3.905483e+01	inf
7460	-2.80749	-2.16886	0.00630739	0.183364	0.403103	-2.70573	-1.88212	-2.65574	-1.97999	-2.78199	-2.05571	-2.00482	-2.39511	inf	-3.982888e+01	inf
7480	-2.70017	-2.20183	0.00630739	0.176762	0.449754	-2.70552	-1.74485	-2.74742	-1.7773	-2.78199	-2.11945	-2.00482	-2.20534	inf	-3.775666e+01	inf
7500	-2.60026	-1.95846	0.00630739	0.122208	0.463738	-2.69148	-2.43875	-2.65839	-2.72368	-2.78199	-2.24904	-2.00482	-2.35279	inf	-3.723753e+01	inf
7520	-2.74015	-1.34847	0.00630739	0.40679	0.461608	-2.57623	-2.11177	-2.49419	-2.77406	-2.78199	-1.40294	-2.00482	-2.43733	inf	-3.731400e+01	inf
7540	-2.70639	-1.78206	0.00630739	0.169628	0.497153	-2.74619	-1.92206	-2.64031	-2.3235	-2.78199	-2.15801	-2.00482	-1.90068	inf	-3.614930e+01	inf
7560	-2.81739	-2.17013	0.00630739	0.114102	0.483403	-2.77361	-2.50032	-2.65502	-2.28236	-2.78199	-2.30435	-2.00482	-2.78486	inf	-3.657307e+01	inf
7580	-2.75296	-1.90102	0.00630739	0.103844	0.456757	-2.81635	-2.38717	-2.65872	-2.81399	-2.78199	-1.7112	-2.00482	-1.68987	inf	-3.749156e+01	inf
7600	-2.76309	-0.847362	0.00630739	0.227701	0.43754	-2.48614	-0.866667	-2.60797	-1.15688	-2.78199	-0.659908	-2.00482	-0.810204	inf	-3.824532e+01	inf
7620	-2.82586	-1.86144	0.00630739	0.766794	0.426379	-2.69443	-1.23928	-2.66305	-0.702998	-2.78199	-0.460985	-2.00482	-0.534394	inf	-3.872333e+01	inf
7640	-2.69895	-1.01549	0.00630739	0.157413	0.485417	-2.63578	-1.04449	-2.56399	-1.23572	-2.78199	-0.756843	-2.00482	-0.61193	inf	-3.650901e+01	inf
7660	-2.69384	-0.646768	0.00630739	0.117805	0.403806	-2.67133	-0.217767	-2.63606	-0.526186	-2.78199	-0.102865	-2.00482	-0.448465	inf	-3.979318e+01	inf
7680	-2.76091	-0.685038	0.00630739	0.0943243	0.424978	-2.73335	-0.40989	-2.68275	-0.121405	-2.78199	-0.338742	-2.00482	-0.0334138	inf	-3.878559e+01	inf
7700	-2.77903	-0.361087	0.00630739	0.133883	0.461408	-2.75615	-0.897915	-2.68201	-0.342982	-2.78199	-0.644968	-2.00482	-0.545758	inf	-3.732120e+01	inf
7720	-2.82014	-1.41961	0.00630739	0.291633	0.489066	-2.71615	-0.743162	-2.63026	-0.326961	-2.78199	-0.923567	-2.00482	-0.702252	inf	-3.639470e+01	inf
7740	-2.77309	-1.45191	0.00630739	0.0745201	0.480145	-2.76431	-1.70984	-2.81937	-1.94492	-2.78199	-1.3604	-2.00482	-1.45397	inf	-3.667822e+01	inf
7760	-2.78588	-0.939711	0.00630739	0.215151	0.465475	-2.7646	-1.29411	-2.74021	-1.19282	-2.78199	-1.01633	-2.00482	-0.745669	inf	-3.717589e+01	inf
7780	-2.7737	-0.578206	0.00630739	0.916379	0.485916	-2.62937	-0.495043	-2.67449	-1.27668	-2.78199	-0.486312	-2.00482	-2.11797	inf	-3.649323e+01	inf
7800	-2.82762	-0.747513	0.00630739	0.100923	0.446764	-2.80097	-0.656115	-2.6815	-1.01638	-2.78199	-1.02016	-2.00482	-1.21412	inf	-3.787313e+01	inf
7820	-2.72354	-1.19593	0.00630739	0.299936	0.46763	-2.6672	-2.09402	-2.66015	-1.38039	-2.78199	-0.806411	-2.00482	-0.665214	inf	-3.710021e+01	inf
7840	-2.73754	-1.25852	0.00630739	0.320117	0.45805	-2.71903	-0.943217	-2.7022	-1.54743	-2.78199	-0.943625	-2.00482	-1.12907	inf	-3.744373e+01	inf
7860	-2.80867	-1.02554	0.00630739	0.17728	0.489039	-2.82193	-1.74268	-2.74962	-1.75824	-2.78199	-1.40115	-2.00482	-1.0953	inf	-3.639552e+01	inf
7880	-2.7065	-1.69922	0.00630739	0.0566734	0.451626	-2.78973	-1.80296	-2.70914	-1.70895	-2.78199	-1.59591	-2.00482	-1.48458	inf	-3.768473e+01	inf
7900	-2.7966	-1.70391	0.00630739	0.0873988	0.481999	-2.75049	-1.82466	-2.71708	-1.82588	-2.78199	-1.7857	-2.00482	-1.35757	inf	-3.661817e+01	inf
7920	-2.69206	-1.53357	0.00630739	0.160933	0.49366	-2.74241	-2.13398	-2.76036	-1.83486	-2.78199	-2.07629	-2.00482	-2.12557	inf	-3.625398e+01	inf
7940	-2.73489	-2.14733	0.00630739	0.0726035	0.496367	-2.75479	-2.21757	-2.72948	-2.37201	-2.78199	-2.49546	-2.00482	-2.75159	inf	-3.617267e+01	inf
7960	-2.77047	-2.8753	0.00630739	0.289262	0.434889	-2.58807	-2.56998	-2.68234	-1.86162	-2.78199	-2.19871	-2.00482	-2.00957	inf	-3.835602e+01	inf
7980	-2.68323	-2.8335	0.00630739	0.126084	0.478975	-2.65181	-2.26703	-2.4687	-1.93945	-2.78199	-2.84567	-2.00482	-3.53126	inf	-3.671647e+01	inf
8000	-2.75569	-1.12092	0.00630739	0.355995	0.460602	-2.65653	-1.69875	-2.81987	-2.12183	-2.78199	-0.665501	-2.00482	-1.12224	inf	-3.735041e+01	inf
8020	-2.82115	-1.44461	0.00630739	2.55211	0.464669	-2.82895	-2.28558	-2.7816	-1.93238	-2.78199	-2.87936	-2.00482	-2.97632	inf	-3.720443e+01	inf
8040	-2.79257	-0.609727	0.00630739	0.893325	0.466222	-2.8045	-1.41239	-2.71083	-1.48483	-2.78199	-0.867673	-2.00482	-2.14269	inf	-3.714956e+01	inf
8060	-2.82881	-1.26209	0.00630739	0.11135	0.46101	-2.79433	-1.59294	-2.68768	-1.88617	-2.78199	-1.16056	-2.00482	-1.08125	inf	-3.733561e+01	inf
8080	-2.75047	-0.807627	0.00630739	0.164854	0.488252	-2.81936	-0.90487	-2.70658	-1.36405	-2.78199	-0.785262	-2.00482	-0.674368	inf	-3.641998e+01	inf
8100	-2.75478	-0.524071	0.00630739	0.0863034	0.488973	-2.79132	-0.450933	-2.74781	-0.310254	-2.78199	-0.425738	-2.00482	-0.281102	inf	-3.639758e+01	inf
8120	-2.78314	-1.2736	0.00630739	0.0513851	0.483059	-2.7753	-1.09039	-2.71319	-1.14405	-2.78199	-1.40501	-2.00482	-1.05297	inf	-3.658408e+01	inf
8140	-2.81455	-1.38133	0.00630739	0.304173	0.464267	-2.76152	-0.794366	-2.71796	-1.41775	-2.78199	-0.308551	-2.00482	-1.60955	inf	-3.721870e+01	inf
8160	-2.82086	-0.176304	0.00630739	0.588625	0.463353	-2.79043	-0.77733	-2.81829	-1.12514	-2.78199	-0.239454	-2.00482	-0.139692	inf	-3.725130e+01	inf
8180	-2.80255	-0.38778	0.00630739	0.799395	0.483048	-2.70905	-0.795808	-2.66006	-1.68424	-2.78199	-1.12926	-2.00482	-2.45491	inf	-3.658443e+01	inf
8200	-2.63878	-1.71746	0.00630739	0.147378	0.466725	-2.72574	-1.65614	-2.65637	-2.10899	-2.78199	-1.76607	-2.00482	-2.35336	inf	-3.713187e+01	inf
8220	-2.82974	-0.976277	0.00630739	0.133092	0.414041	-2.77136	-0.79075	-2.74824	-1.15815	-2.78199	-0.463997	-2.00482	-0.257863	inf	-3.928996e+01	inf
8240	-2.74025	-0.422068	0.00630739	0.127057	0.464263	-2.63922	-0.238109	-2.74236	-0.0355547	-2.78199	-0.492883	-2.00482	-0.782402	inf	-3.721884e+01	inf
8260	-2.61932	-0.348369	0.00630739	0.129161	0.496651	-2.59264	-0.56789	-2.63765	-0.378501	-2.78199	-0.369707	-2.00482	-0.841626	inf	-3.616423e+01	inf
8280	-2.75913	-0.361059	0.00630739	0.166631	0.471916	-2.76503	-0.750759	-2.80154	-0.824772	-2.78199	-0.536794	-2.00482	-0.153497	inf	-3.695238e+01	inf
8300	-2.58898	-1.1404	0.00630739	0.351867	0.488712	-2.56937	-1.68324	-2.50267	-1.85423	-2.78199	-1.16662	-2.00482	-0.652197	inf	-3.640569e+01	inf
8320	-2.60368	-0.480145	0.00630739	0.477943	0.464698	-2.57892	-1.36946	-2.55457	-1.15664	-2.78199	-0.931206	-2.00482	-1.24957	inf	-3.720341e+01	inf
8340	-2.70518	-1.40167	0.00630739	0.350539	0.492786	-2.58998	-1.37189	-2.59402	-0.63616	-2.78199	-1.27401	-2.00482	-0.641036	inf	-3.628046e+01	inf
8360	-2.7281	-0.876745	0.00630739	0.222577	0.489257	-2.703	-0.737121	-2.77157	-1.31578	-2.78199	-0.386346	-2.00482	-0.749365	inf	-3.638878e+01	inf
8380	-2.79653	-0.264745	0.00630739	0.217952	0.467182	-2.81434	-0.303618	-2.70244	-0.553083	-2.78199	-0.199897	-2.00482	-0.33701	inf	-3.711586e+01	inf
8400	-2.77425	-0.128076	0.00630739	0.647356	0.409971	-2.80317	-0.608232	-2.71593	-0.292006	-2.78199	-0.960953	-2.00482	-0.908927	inf	-3.948632e+01	inf
8420	-2.79021	-0.302158	0.00630739	0.256431	0.494968	-2.78997	-0.899727	-2.804	-0.737089	-2.78199	-0.272807	-2.00482	-1.25172	inf	-3.621453e+01	inf
8440	-2.8044	-0.296354	0.00630739	0.223578	0.453153	-2.81753	-0.532584	-2.78547	-1.13258	-2.78199	-0.819353	-2.00482	-1.12244	inf	-3.762667e+01	inf
8460	-2.67227	-1.05426	0.00630739	0.168598	0.471079	-2.58387	-1.42765	-2.56584	-1.60879	-2.78199	-0.937079	-2.00482	-1.2261	inf	-3.698098e+01	inf
8480	-2.77437	-1.40889	0.00630739	0.0669922	0.437194	-2.68029	-1.68414	-2.60636	-1.893	-2.78199	-1.25078	-2.00482	-1.08284	inf	-3.825967e+01	inf
8500	-2.71433	-1.67052	0.00630739	0.127937	0.473909	-2.72981	-0.854345	-2.72801	-0.877417	-2.78199	-1.75719	-2.00482	-1.86907	inf	-3.688484e+01	inf
8520	-2.77757	-1.29425	0.00630739	0.13225	0.489572	-2.75946	-1.19762	-2.76072	-0.997268	-2.78199	-1.75797	-2.00482	-1.86905	inf	-3.637902e+01	inf
8540	-2.82493	-2.21103	0.00630739	0.176457	0.499626	-2.691	-1.95335	-2.68496	-1.04027	-2.78199	-1.62123	-2.00482	-1.77583	inf	-3.607637e+01	inf
