"","idChemical","strName","strCAS","strMF","Source","Type","numValue","RfDConsistent","dateAssessed","strHyperlink","strDateAssessed","strReference","POD type","numPOD","strUnitsPOD","BMR Type","strCriticalEffect","Adjusted","Route to Route","Animal to Human","strDR","numUF","numUFa","numUFh","numUFs","numUFl","numUFd","numUFother","UFsConsistent","strUFother","strRelatedCompound","Species","Strain","Sex","Route","intHoursPerDay","intDaysPerWeek","strDuration","Duration type","Organ","tblOrgan_strSex","strMOA","idEffect","Effect","tblEffect_strSex","DR Type","strEffectPOD","CV Type","strDoseUnits","strResponseUnits","strDoseConvertedUnits","strDoseHEqUnits","strComment","intDoseOrder","numDose","numDoseConverted","numDoseHEq","intAnimals","intAnimalsEffected","numMeanResponse","numSDResponse"
"60",158,"Chromium(VI) ion","18540299",NA,"IRIS","RfD (mg/kg/day)",0.003,NA,1998-09-03,"http://www.epa.gov/iris/subst/0144.htm","9/3/1998","MacKenzie, RD; Byerrum, RU; Decker, CF, et al. (1958) Chronic toxicity studies. II. Hexavalent and trivalent chromium administered in drinking water to rats. Am Med Assoc Arch Ind Health 18:232-234.","NOAEL",2.5,"mg/kg/day","NA","None Reported","No","None","None","No",300,10,10,NA,NA,NA,3,TRUE,"additional factor of 3 to compensate for the less-than-lifetime exposure duration of the principal study",NA,"Rat","Sprague-Dawley","M/F","Oral drinking water",NA,NA,"1","Years","none","Both","None",2034,"none","Both",NA,"No effect based on body weight, gross external condition, histopathological analysis, and blood chemistry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",241,"DDT","50293","C14H9Cl5","IRIS","Oral Slope Factor (1/mg/kg-day)",0.34,NA,1991-05-01,"http://www.epa.gov/iris/subst/0147.htm","5/1/1991","Tomatis, L. and V. Turusov. 1975. Studies on the carcinogenicity of DDT. Gann Monograph
Cancer Res. 17: 219-241.",NA,NA,NA,"Other","Liver, benign and malignant (slope factor is the geometric mean of slope factors derived from 4 mouse studies and 2 rat studies)","No","None","None","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mouse","CF-1","M/F","Oral diet",NA,NA,"130","Weeks","liver","Both","None",1220,"neoplasia","M","Dichotomous","benign liver tumors",NA,"ppm",NA,NA,NA,"Dose response data are estimated from Figure 1 of primary report, animal numbers were obtained from Table 2. The slope factor derived from this data set was 1.04 per mg/kg/day.",NA,0,NA,NA,348,104,NA,NA
"62",241,"DDT","50293","C14H9Cl5","IRIS","Oral Slope Factor (1/mg/kg-day)",0.34,NA,1991-05-01,"http://www.epa.gov/iris/subst/0147.htm","5/1/1991","Tomatis, L. and V. Turusov. 1975. Studies on the carcinogenicity of DDT. Gann Monograph
Cancer Res. 17: 219-241.",NA,NA,NA,"Other","Liver, benign and malignant (slope factor is the geometric mean of slope factors derived from 4 mouse studies and 2 rat studies)","No","None","None","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mouse","CF-1","M/F","Oral diet",NA,NA,"130","Weeks","liver","Both","None",2166,"neoplasia","F","Dichotomous","benign liver tumors",NA,"ppm",NA,NA,NA,"Dose response data are estimated from Figure 2 of primary report, animal numbers were obtained from Table 2. The slope factor derived from this data set was 0.49 per mg/kg/day.",NA,0,NA,NA,363,18,NA,NA
"63",241,"DDT","50293","C14H9Cl5","IRIS","Oral Slope Factor (1/mg/kg-day)",0.34,NA,1991-05-01,"http://www.epa.gov/iris/subst/0147.htm","5/1/1991","Turusov, V.S., N.E. Day, L. Tomatis, E. Gati and R.T. Charles. 1973. Tumors in CF-1 mice
exposed for six consecutive generations to DDT. J. Natl. Cancer Inst. 51: 983-998.",NA,NA,NA,"Other","Liver, benign and malignant (slope factor is the geometric mean of slope factors derived from 4 mouse studies and 2 rat studies)","No","None","None","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mouse","CF-1","M/F","Oral diet",NA,NA,"6","Generations","liver","Both","None",1246,"neoplasia","M","Dichotomous","benign liver tumors",NA,"ppm",NA,NA,NA,"Dose response data are from Table 3 of primary report.  The slope factor derived from this data set was 0.80 per mg/kg/day.",NA,0,NA,NA,328,97,NA,NA
"64",241,"DDT","50293","C14H9Cl5","IRIS","Oral Slope Factor (1/mg/kg-day)",0.34,NA,1991-05-01,"http://www.epa.gov/iris/subst/0147.htm","5/1/1991","Turusov, V.S., N.E. Day, L. Tomatis, E. Gati and R.T. Charles. 1973. Tumors in CF-1 mice
exposed for six consecutive generations to DDT. J. Natl. Cancer Inst. 51: 983-998.",NA,NA,NA,"Other","Liver, benign and malignant (slope factor is the geometric mean of slope factors derived from 4 mouse studies and 2 rat studies)","No","None","None","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mouse","CF-1","M/F","Oral diet",NA,NA,"6","Generations","liver","Both","None",2168,"neoplasia","F","Dichotomous","benign liver tumors",NA,"ppm",NA,NA,NA,"Dose response data are from Table 3 of primary report.  The slope factor derived from this data set was 0.42 per mg/kg/day.",NA,0,NA,NA,340,16,NA,NA
"65",241,"DDT","50293","C14H9Cl5","IRIS","Oral Slope Factor (1/mg/kg-day)",0.34,NA,1991-05-01,"http://www.epa.gov/iris/subst/0147.htm","5/1/1991","Terracini, B., M.C. Testa, J.R. Cabral and N. Day. 1973. The effects of long-term feeding of DDT
to BALB/c mice. Int. J. Cancer. 11: 747-764.",NA,NA,NA,"Other","Liver, benign and malignant (slope factor is the geometric mean of slope factors derived from 4 mouse studies and 2 rat studies)","No","None","None","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mouse","BALB/C","M/F","Oral diet",NA,NA,"2","Generations","liver","Both","None",1226,"neoplasia","M","Dichotomous","benign liver tumors",NA,NA,NA,NA,NA,"Dose response data are from Table 1 of primary report, and represents all animals from F0 and F1 generations.  The slope factor derived from this data set was 0.082 per mg/kg/day.",NA,0,NA,NA,107,2,NA,NA
"66",241,"DDT","50293","C14H9Cl5","IRIS","Oral Slope Factor (1/mg/kg-day)",0.34,NA,1991-05-01,"http://www.epa.gov/iris/subst/0147.htm","5/1/1991","Rossi, L., M. Ravera, G. Repetti and L. Santi. 1977. Long-term administration of DDT or
phenobarbital-Na in Wistar rats. Int. J. Cancer. 19: 179-185.",NA,NA,NA,"Other","Liver, benign and malignant (slope factor is the geometric mean of slope factors derived from 4 mouse studies and 2 rat studies)","No","None","None","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rat","Wistar","M/F","Oral diet",NA,NA,"152","Weeks","liver","Both","None",1212,"neoplasia","M","Dichotomous","benign liver tumors",NA,"ppm",NA,NA,NA,"Dose response data are from Table 1 of primary report.  The slope factor derived from this data set was 0.16 per mg/kg/day.",NA,0,NA,NA,35,0,NA,NA
"67",241,"DDT","50293","C14H9Cl5","IRIS","Oral Slope Factor (1/mg/kg-day)",0.34,NA,1991-05-01,"http://www.epa.gov/iris/subst/0147.htm","5/1/1991","Rossi, L., M. Ravera, G. Repetti and L. Santi. 1977. Long-term administration of DDT or
phenobarbital-Na in Wistar rats. Int. J. Cancer. 19: 179-185.",NA,NA,NA,"Other","Liver, benign and malignant (slope factor is the geometric mean of slope factors derived from 4 mouse studies and 2 rat studies)","No","None","None","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rat","Wistar","M/F","Oral diet",NA,NA,"152","Weeks","liver","Both","None",2164,"neoplasia","F","Dichotomous","benign liver tumors",NA,"ppm",NA,NA,NA,"Dose response data are from Table 1 of primary report. The slope factor derived from this data set was 0.27 per mg/kg/day.",NA,0,NA,NA,32,0,NA,NA
"68",241,"DDT","50293","C14H9Cl5","IRIS","Oral Slope Factor (1/mg/kg-day)",0.34,NA,1991-05-01,"http://www.epa.gov/iris/subst/0147.htm","5/1/1991","Cabral, J.R.P., R.K. Hall, L. Rossi, S.A. Bronczyk and P. Shubik. 1982. Effects of long-term intake of DDT on rats. Tumorigenesis. 68: 11-17.",NA,NA,NA,"Other","Liver, benign and malignant (slope factor is the geometric mean of slope factors derived from 4 mouse studies and 2 rat studies)","No","None","None","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rat","Porton","M/F","Oral diet",NA,NA,"144","Weeks","liver","Both","MOA Data",637,"neoplasia","F","Continuous","liver-cell tumors",NA,"ppm",NA,"mg/kg/day",NA,"Dose conversion and dose-response data are from Tables 1 and 3, respectivley, in primary report.  The slope factor derived from this data set was 0.084 per mg/kg/day.",NA,0,0,NA,38,0,NA,NA
"69",241,"DDT","50293","C14H9Cl5","IRIS","Oral Slope Factor (1/mg/kg-day)",0.34,NA,1991-05-01,"http://www.epa.gov/iris/subst/0147.htm","5/1/1991","Thorpe, E. and A.I.T. Walker. 1973. The toxicology of dieldrin (HEOD). II. Comparative longterm
oral toxicity studies in mice with dieldrin, DDT, phenobarbitone, beta-BHC and gamma-
BHC. Food Cosmet. Toxicol. 11: 433-442.",NA,NA,NA,"Other","Liver, benign and malignant (slope factor is the geometric mean of slope factors derived from 4 mouse studies and 2 rat studies)","No","None","None","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mouse","CF-1","M/F","Oral diet",NA,NA,NA,"Duration","liver","Both","None",2167,"neoplasia","F","Dichotomous","benign and malignant liver tumors",NA,"ppm",NA,NA,NA,"Incidence data were calculated from % affected data presented in Table 2 of primary report.   The slope factor derived from this data set was 0.81 per mg/kg/day.",NA,0,NA,NA,44,10,NA,NA
"70",241,"DDT","50293","C14H9Cl5","IRIS","Oral Slope Factor (1/mg/kg-day)",0.34,NA,1991-05-01,"http://www.epa.gov/iris/subst/0147.htm","5/1/1991","Thorpe, E. and A.I.T. Walker. 1973. The toxicology of dieldrin (HEOD). II. Comparative longterm
oral toxicity studies in mice with dieldrin, DDT, phenobarbitone, beta-BHC and gamma-
BHC. Food Cosmet. Toxicol. 11: 433-442.",NA,NA,NA,"Other","Liver, benign and malignant (slope factor is the geometric mean of slope factors derived from 4 mouse studies and 2 rat studies)","No","None","None","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mouse","CF-1","M/F","Oral diet",NA,NA,NA,"Duration","liver","Both","None",1223,"neoplasia","M","Dichotomous","benign and malignant liver tumors",NA,"ppm",NA,NA,NA,"Incidence data were calculated from % affected data presented in Table 2 of primary report.  The slope factor derived from this data set was 0.52 per mg/kg/day.",NA,0,NA,NA,45,11,NA,NA
"71",241,"DDT","50293","C14H9Cl5","IRIS","Inhalation Unit Risk (1/μg/m3)",9.7e-05,NA,1991-05-01,"http://www.epa.gov/iris/subst/0147.htm","5/1/1991","Cabral, J.R.P., R.K. Hall, L. Rossi, S.A. Bronczyk and P. Shubik. 1982. Effects of long-term intake of DDT on rats. Tumorigenesis. 68: 11-17.",NA,NA,NA,"Other","Liver, benign and malignant (inhalation risk estimates were calculated from the oral data presented in oral slope factor section; route-to-route extrapolation method was not specified)","No","Other","None","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rat","Porton","Unspecified","Oral diet",NA,NA,NA,"Duration","liver","Both","MOA Data",1177,"neoplasia","Both","Dichotomous","Benign liver tumors",NA,NA,NA,NA,NA,"inhalation risk estimates were calculated from the oral data presented in oral slope factor section; route-to-route extrapolation method was not specified",NA,NA,NA,NA,NA,NA,NA,NA
"72",241,"DDT","50293","C14H9Cl5","IRIS","Inhalation Unit Risk (1/μg/m3)",9.7e-05,NA,1991-05-01,"http://www.epa.gov/iris/subst/0147.htm","5/1/1991","Turusov, V.S., N.E. Day, L. Tomatis, E. Gati and R.T. Charles. 1973. Tumors in CF-1 mice
exposed for six consecutive generations to DDT. J. Natl. Cancer Inst. 51: 983-998.",NA,NA,NA,"Other","Liver, benign and malignant (inhalation risk estimates were calculated from the oral data presented in oral slope factor section; route-to-route extrapolation method was not specified)","No","Other","None","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mouse","CF-1","M/F","Oral diet",NA,NA,NA,"Duration","liver","Both","None",1245,"neoplasia","Both","Dichotomous","benign liver tumors",NA,NA,NA,NA,NA,"inhalation risk estimates were calculated from the oral data presented in oral slope factor section; route-to-route extrapolation method was not specified",NA,NA,NA,NA,NA,NA,NA,NA
"73",241,"DDT","50293","C14H9Cl5","IRIS","Inhalation Unit Risk (1/μg/m3)",9.7e-05,NA,1991-05-01,"http://www.epa.gov/iris/subst/0147.htm","5/1/1991","Rossi, L., M. Ravera, G. Repetti and L. Santi. 1977. Long-term administration of DDT or
phenobarbital-Na in Wistar rats. Int. J. Cancer. 19: 179-185.",NA,NA,NA,"Other","Liver, benign and malignant (inhalation risk estimates were calculated from the oral data presented in oral slope factor section; route-to-route extrapolation method was not specified)","No","Other","None","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rat","Wistar","M/F","Oral diet",NA,NA,NA,"Duration","liver","Both","None",1232,"neoplasia","Both","Dichotomous","benign liver tumors",NA,NA,NA,NA,NA,"inhalation risk estimates were calculated from the oral data presented in oral slope factor section; route-to-route extrapolation method was not specified",NA,NA,NA,NA,NA,NA,NA,NA
"74",241,"DDT","50293","C14H9Cl5","IRIS","Inhalation Unit Risk (1/μg/m3)",9.7e-05,NA,1991-05-01,"http://www.epa.gov/iris/subst/0147.htm","5/1/1991","Tomatis, L. and V. Turusov. 1975. Studies on the carcinogenicity of DDT. Gann Monograph
Cancer Res. 17: 219-241.",NA,NA,NA,"Other","Liver, benign and malignant (inhalation risk estimates were calculated from the oral data presented in oral slope factor section; route-to-route extrapolation method was not specified)","No","Other","None","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mouse","CF-1","M/F","Oral diet",NA,NA,NA,"Duration","liver","Both","None",1235,"neoplasia","Both","Dichotomous","benign liver tumors",NA,NA,NA,NA,NA,"inhalation risk estimates were calculated from the oral data presented in oral slope factor section; route-to-route extrapolation method was not specified",NA,NA,NA,NA,NA,NA,NA,NA
"75",241,"DDT","50293","C14H9Cl5","IRIS","Inhalation Unit Risk (1/μg/m3)",9.7e-05,NA,1991-05-01,"http://www.epa.gov/iris/subst/0147.htm","5/1/1991","term
oral toxicity studies in mice with dieldrin, DDT, phenobarbitone, beta-BHC and gamma-
BHC. Food Cosmet. Toxicol. 11: 433-442.",NA,NA,NA,"Other","Liver, benign and malignant (inhalation risk estimates were calculated from the oral data presented in oral slope factor section; route-to-route extrapolation method was not specified)","No","Other","None","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mouse","CF-1","M/F","Oral diet",NA,NA,NA,"Duration","liver","Both","None",1239,"neoplasia","Both","Dichotomous","benign and malignant liver tumors",NA,NA,NA,NA,NA,"inhalation risk estimates were calculated from the oral data presented in oral slope factor section; route-to-route extrapolation method was not specified",NA,NA,NA,NA,NA,NA,NA,NA
"76",241,"DDT","50293","C14H9Cl5","IRIS","Inhalation Unit Risk (1/μg/m3)",9.7e-05,NA,1991-05-01,"http://www.epa.gov/iris/subst/0147.htm","5/1/1991","Terracini, B., M.C. Testa, J.R. Cabral and N. Day. 1973. The effects of long-term feeding of DDT
to BALB/c mice. Int. J. Cancer. 11: 747-764.",NA,NA,NA,"Other","Liver, benign and malignant (inhalation risk estimates were calculated from the oral data presented in oral slope factor section; route-to-route extrapolation method was not specified)","No","Other","None","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mouse","BALB/C","Unspecified","Oral diet",NA,NA,NA,"Duration","liver","Both","None",1241,"neoplasia","Both","Dichotomous","benign liver tumors",NA,NA,NA,NA,NA,"inhalation risk estimates were calculated from the oral data presented in oral slope factor section; route-to-route extrapolation method was not specified",NA,NA,NA,NA,NA,NA,NA,NA
"77",241,"DDT","50293","C14H9Cl5","IRIS","Oral Slope Factor (1/mg/kg-day)",0.34,NA,1991-05-01,"http://www.epa.gov/iris/subst/0147.htm","5/1/1991","Cabral, J.R.P., R.K. Hall, L. Rossi, S.A. Bronczyk and P. Shubik. 1982. Effects of long-term intake of DDT on rats. Tumorigenesis. 68: 11-17.",NA,NA,NA,"Other","Liver, benign and malignant (slope factor is the geometric mean of slope factors derived from 4 mouse studies and 2 rat studies)","No","None","None","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rat","Porton","M/F","Oral diet",NA,NA,"144","Weeks","liver","Both","MOA Data",637,"neoplasia","F","Dichotomous","liver tumors",NA,NA,NA,NA,NA,"The oral slope factor for female rats was 0.084.",NA,NA,NA,NA,NA,NA,NA,NA
"78",241,"DDT","50293","C14H9Cl5","IRIS","RfD (mg/kg/day)",5e-04,1,1996-02-01,"http://www.epa.gov/iris/subst/0147.htm","2/1/1996","Laug, E.P., A.A. Nelson, O.G. Fitzhugh and F.M. Kunze. 1950. Liver cell alteration and DDT storage in the fat of the rat induced by dietary levels of 1-50 ppm DDT. J. Pharmacol. Exp. Therap. 98: 268-273.","NOEL",0.05,"mg/kg/day","NA","Liver lesions","No","None","None","No",100,10,10,NA,NA,NA,NA,TRUE,NA,NA,"Rat","Unspecified","M/F","Oral diet",NA,NA,"15-27","Weeks","liver","Both","None",634,"nonneoplastic histopathology","Both","Dichotomous","Liver lesions",NA,NA,NA,NA,NA,"Lesions included hepatocellular hypertrophy, especially centrilobularly, increased cytoplasmic oxyphilia, and peripheral basophilic cytoplasmic granules.  Incidence data were not reported in Laug et al (1950).",NA,NA,NA,NA,NA,NA,NA,NA
"79",863,"Diazinon","333415",NA,"ATSDR","Chronic Oral MRL (mg/kg/day)",7e-04,0.93,NA,"http://www.atsdr.cdc.gov/ToxProfiles/tp86.pdf","9/2008","Kirchner FR, McCormick GC, Arthur AT. 1991. One/two year oral toxicity study in rats. Ciba-Geigy Corporation. Submitted to the U.S. Environmental Protection Agency. MRID41942002","NOAEL",0.065,"mg/kg/day","NA","22–28% decreased RBC AChE activity","NA","None","None","No",100,10,10,NA,NA,NA,NA,TRUE,NA,NA,"Rat","Sprague-Dawley","M/F","Oral diet",NA,NA,"98","Weeks","systemic","Both","MOA Determination",4433,"clinical chemistry","Both","Continuous","Decreased RBC acetylcholinesterase",NA,NA,NA,NA,NA,"POD was based on AchE measurements at multiple time points.",NA,NA,NA,NA,NA,NA,NA,NA
"80",863,"Diazinon","333415",NA,"OPP","Chronic RfD (mg/kg/day)",2e-04,1,NA,"http://www.epa.gov/opp00001/chem_search/reg_actions/reregistration/red_PC-057801_31-Jul-06.pdf","7/31/2006","Barnes, T. (1988) Diazinon (MG-8): 90-Day Oral Toxicity Study in Dogs: Project ID 882012. Unpublished study prepared by Ciba-Geigy Corp. 647 p.  MRID 40815004

Rudzki, M.; McCormick, G.; Arthur, A. (1991) Diazinon (MG-8): 52- Week Oral Toxicity Study in Dogs: Lab Project Number: 882014. Unpublished study prepared by Ciga-Geigy. 621 p.  MRID 41942001.

 Chang, J. (1994) DZN Diazinon MG87(percent): Cholinesterase Inhibition in 28 Day Study in Rats: Final Report: Lab Project Number: F/00186. Unpublished study prepared by Ciba Geigy Environmental Health Center. 125 p. MRID 43543901.

MRID 40815003

MRID 43543802

Kirchner, F.; McCormick, G.; Arthur, A. (1991) Diazinon (MG-8): One/Two Year Oral Toxicity Study in Rats: Lab Project Number: 882018. Unpublished study prepared by Ciba-Geigy. 3101 p. MRID 41942002","NOAEL",0.02,"mg/kg/day","NA","no adverse effects on cholinesterase inhibition (based on 7 studies - see accompanying records)","NA","None","None","No",100,10,10,NA,NA,NA,NA,TRUE,NA,NA,"Dog",NA,NA,"Oral diet",NA,NA,"4-52","Weeks","CNS","Both","None",3747,"enzyme activity","Both",NA,NA,NA,NA,NA,NA,NA,"The NOAEL is based on review of results from seven oral feeding studies consistently showing no adverse effects on cholinesterase inhibition at the NOAEL, including three dog studies (4 week, 90 day, 1 year)",NA,NA,NA,NA,NA,NA,NA,NA
"81",863,"Diazinon","333415",NA,"OPP","Chronic RfD (mg/kg/day)",2e-04,1,NA,"http://www.epa.gov/opp00001/chem_search/reg_actions/reregistration/red_PC-057801_31-Jul-06.pdf","7/31/2006","Barnes, T. (1988) Diazinon (MG-8): 90-Day Oral Toxicity Study in Dogs: Project ID 882012. Unpublished study prepared by Ciba-Geigy Corp. 647 p.  MRID 40815004

Rudzki, M.; McCormick, G.; Arthur, A. (1991) Diazinon (MG-8): 52- Week Oral Toxicity Study in Dogs: Lab Project Number: 882014. Unpublished study prepared by Ciga-Geigy. 621 p.  MRID 41942001.

 Chang, J. (1994) DZN Diazinon MG87(percent): Cholinesterase Inhibition in 28 Day Study in Rats: Final Report: Lab Project Number: F/00186. Unpublished study prepared by Ciba Geigy Environmental Health Center. 125 p. MRID 43543901.

MRID 40815003

MRID 43543802

Kirchner, F.; McCormick, G.; Arthur, A. (1991) Diazinon (MG-8): One/Two Year Oral Toxicity Study in Rats: Lab Project Number: 882018. Unpublished study prepared by Ciba-Geigy. 3101 p. MRID 41942002","NOAEL",0.02,"mg/kg/day","NA","no adverse effects on cholinesterase inhibition (based on 7 studies - see accompanying records)","NA","None","None","No",100,10,10,NA,NA,NA,NA,TRUE,NA,NA,"Rat",NA,NA,"Oral diet",NA,NA,"4-104","Weeks","CNS","Both","None",3748,"enzyme activity","Both",NA,NA,NA,NA,NA,NA,NA,"The NOAEL is based on review of results from seven oral feeding studies consistently showing no adverse effects on cholinesterase inhibition at the NOAEL, including four rat studies (4 week, 90 day, 90 day neurotox, 2 year)",NA,NA,NA,NA,NA,NA,NA,NA
"82",863,"Diazinon","333415",NA,"HEAST","RfD (mg/kg/day)",9e-04,1,NA,"http://epa-heast.ornl.gov/heast.php?chemical=Diazinon","1984","Davies D.B. and B.J. Holub. 1980. Toxicological evaluation of dietary Diazinon in the rat. Arch Environ Contam Toxicol. 9(6): 637-650.","NOAEL",0.09,"mg/kg/day","NA","decreased blood cholinesterase activity","No","None","None","No",100,10,10,NA,NA,NA,NA,TRUE,NA,NA,"Rat","Wistar","F","Oral diet",NA,NA,"35-42","Days","blood","Both",NA,3437,"enzyme activity","Both","Continuous","decreased plasma cholinesterase (day 35)","SE","ppm","umole/ml plasma/min",NA,NA,"Dose response data are from Table 6 of primary report",NA,0,NA,NA,10,NA,210,8
"83",863,"Diazinon","333415",NA,"HEAST","RfD (mg/kg/day)",9e-04,1,NA,"http://epa-heast.ornl.gov/heast.php?chemical=Diazinon","1984","Davies D.B. and B.J. Holub. 1980. Toxicological evaluation of dietary Diazinon in the rat. Arch Environ Contam Toxicol. 9(6): 637-650.","NOAEL",0.09,"mg/kg/day","NA","decreased blood cholinesterase activity","No","None","None","No",100,10,10,NA,NA,NA,NA,TRUE,NA,NA,"Rat","Wistar","F","Oral diet",NA,NA,"35-42","Days","blood","Both",NA,4370,"enzyme activity","Both","Continuous","decreased plasma cholinesterase (day 42)","SE","ppm","umole/ml plasma/min",NA,NA,"Dose-response data are form Table 3 in primary report",NA,0,NA,NA,10,NA,0.98,0.1
"84",470,"Dibutyl Phthalate","84742","C16H22O4","IRIS","RfD (mg/kg/day)",0.1,NA,1990-08-01,"http://www.epa.gov/iris/subst/0038.htm","8/1/1990","Smith, C.C. 1953. Toxicity of butyl sterate, dibutyl sebacate, dibutyl phthalate and methoxyethyl oleate. Arch. Hyg. Occup. Med. 7: 310-318.","NOAEL",125,"mg/kg/day","NA","Increased mortality","No","None","None","Yes",1000,10,10,NA,NA,NA,10,TRUE,"additional factor of 10 to account for both the less-than-chronic duration of the study and deficiencies in the study, such as the use of only male animals",NA,"Rat","Sprague-Dawley","M","Oral diet",NA,NA,"1","Years","systemic","Both","None",1493,"mortality/survival","Both","Dichotomous","Increased mortality",NA,"% diet","number of deaths","mg/kg/day",NA,"died during the first week of the study",NA,0,0,NA,10,0,NA,NA
"85",965,"Dicofol","115322",NA,"OPP","Chronic RfD (mg/kg/day)",0.0012,1,NA,"http://www.epa.gov/opp00001/chem_search/reg_actions/reregistration/red_PC-010501_1-Nov-98.pdf","9/30/1998","Tegeris, A. (1988) Dicofol (Kelthane Technical Miticide): One Year Dietary Toxicity Study in Beagle Dogs: Final Report: Report No. 86014. Unpublished study prepared by Tegeris Laboratories, Inc. 2094 p. MRID 40997101","NOAEL",0.12,"mg/kg/day","NA","inhibition of adrenal cortical trophic hormone (ACTH)-stimulated cortical release","No","None","None","No",100,10,10,NA,NA,NA,NA,TRUE,NA,NA,"Dog","Beagle","M/F","Oral diet",NA,NA,"1","Years","adrenal glands","Both","None",4317,"neurotransmitter","Both",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",304,"Dieldrin","60571","C12H8Cl6O","ATSDR","Chronic Oral MRL (mg/kg/day)",5e-05,1,NA,"http://www.atsdr.cdc.gov/ToxProfiles/tp1.pdf","9/2002","Walker AIT, Stevenson DE, Robinson J, et al. 1969. The toxicology and pharmacodynamics of dieldrin (HEOD): Two-year oral exposures of rats and dogs. Toxicol Appl Pharmacol 15:345-373.","NOAEL",0.005,"mg/kg/day","NA","increased absolute and relative liver weight","No","None","None","No",100,10,10,NA,NA,NA,NA,TRUE,NA,NA,"Rat","Carworth farm","M/F","Oral diet",NA,NA,"2","Years","liver","Both",NA,4138,"organ weight","F","Continuous","increased relative liver weight","SD","ppm diet","g/100 g BW","mg/kg-day",NA,"Measure of variability was not stated but appears to be standard deviation",NA,0,0,NA,18,NA,4.08,0.147
"87",304,"Dieldrin","60571","C12H8Cl6O","ATSDR","Chronic Oral MRL (mg/kg/day)",5e-05,1,NA,"http://www.atsdr.cdc.gov/ToxProfiles/tp1.pdf","9/2002","Walker AIT, Stevenson DE, Robinson J, et al. 1969. The toxicology and pharmacodynamics of dieldrin (HEOD): Two-year oral exposures of rats and dogs. Toxicol Appl Pharmacol 15:345-373.","NOAEL",0.005,"mg/kg/day","NA","increased absolute and relative liver weight","No","None","None","No",100,10,10,NA,NA,NA,NA,TRUE,NA,NA,"Rat","Carworth farm","M/F","Oral diet",NA,NA,"2","Years","liver","Both",NA,4139,"organ weight","F","Continuous","increased absolute liver weight","SD","ppm diet","g","mg/kg-day",NA,"Measure of variability was not stated but appears to be standard deviation",NA,0,0,NA,18,NA,13.54,0.448
"88",304,"Dieldrin","60571","C12H8Cl6O","IRIS","Oral Slope Factor (1/mg/kg-day)",16,NA,1993-07-01,"http://www.epa.gov/iris/subst/0225.htm","7/1/1993","Meierhenry, E.F., B.H. Reuber, M.E. Gershwin, L.S. Hsieh and S.W. French. 1983. Deildrininduced mallory bodies in hepatic tumors of mice of different strains. Hepatology. 3: 90-95.",NA,NA,NA,"Other","liver carcinoma (oral slope factor is the geometric mean of 13 slope factors calculated from liver carcinoma data in mice)","No","None","None","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mouse",NA,"M","Oral diet",NA,NA,"85","Weeks","liver","Both","None",1293,"neoplasia","Both","Dichotomous","liver carcinoma",NA,NA,NA,NA,NA,"(oral slope factor is the geometric mean of 13 slope factors calculated from liver carcinoma data in mice).  slope factors for male C57B1/6J, C3H/He, and B6C3F1 mice were 7.4, 8.5, and 11, respectively.",NA,NA,NA,NA,NA,NA,NA,NA
